x,disp_y
0.0,0.0018482930746592
0.48275862068966,0.0018483300842713
0.96551724137931,0.0018483670938834
1.448275862069,0.0018484028529059
1.9310344827586,0.0018484506472069
2.4137931034483,0.0018485610889914
2.8965517241379,0.0018487121651567
3.3793103448276,0.0018488648188397
3.8620689655172,0.0018490238832594
4.3448275862069,0.0018492354656386
4.8275862068966,0.0018494915683244
5.3103448275862,0.001849700887936
5.7931034482759,0.0018499805228312
6.2758620689655,0.0018502261009027
6.7586206896552,0.0018504465583393
7.2413793103448,0.0018507673982612
7.7241379310345,0.0018510206605514
8.2068965517241,0.0018513757155802
8.6896551724138,0.0018516532304794
9.1724137931034,0.0018520106938486
9.6551724137931,0.0018523523688203
10.137931034483,0.0018526487148671
10.620689655172,0.0018529949848426
11.103448275862,0.0018530198354405
11.586206896552,0.0018536519214114
12.068965517241,0.0018538739883575
12.551724137931,0.0018540790515078
13.034482758621,0.0018543311875659
13.51724137931,0.0018544786481112
14.0,0.0018545461633273
16.0,0.0018556269853119
16.461538461538,0.0018556923940663
16.923076923077,0.0018557581317889
17.384615384615,0.001855789357573
17.846153846154,0.0018559041684782
18.307692307692,0.0018558959092403
18.769230769231,0.0018559508579139
19.230769230769,0.0018560687192965
19.692307692308,0.0018560770521326
20.153846153846,0.0018562380022144
20.615384615385,0.0018563301860437
21.076923076923,0.0018563269913386
21.538461538462,0.001856410335632
22.0,0.0018564736878785
22.461538461538,0.0018565494665911
22.923076923077,0.0018566357182118
23.384615384615,0.0018567239656443
23.846153846154,0.0018568063784865
24.307692307692,0.0018569028515045
24.769230769231,0.0018569966004578
25.230769230769,0.0018571319571972
25.692307692308,0.0018572682938637
26.153846153846,0.0018574203147351
26.615384615385,0.0018575636634877
27.076923076923,0.0018577084540001
27.538461538462,0.0018578902905124
28.0,0.0018580808124811
28.461538461538,0.0018582569567103
28.923076923077,0.0018584418952552
29.384615384615,0.0018585239745444
29.846153846154,0.0018587288255424
30.307692307692,0.0018588609405322
30.769230769231,0.0018590417639426
31.230769230769,0.0018591687791864
31.692307692308,0.0018592843198909
32.153846153846,0.0018594059891066
32.615384615385,0.0018593328855245
33.076923076923,0.0018594151546178
33.538461538462,0.0018594913707308
34.0,0.0018595416700344
36.0,0.0018592341780643
36.48275862069,0.0018592924853357
36.965517241379,0.001859342943494
37.448275862069,0.001859058232433
37.931034482759,0.0018591106007053
38.413793103448,0.0018587848649869
38.896551724138,0.0018579640496945
39.379310344828,0.001857882529771
39.862068965517,0.0018578934462724
40.344827586207,0.0018575432736515
40.827586206897,0.0018572641679843
41.310344827586,0.0018569471563128
41.793103448276,0.0018566637107755
42.275862068966,0.001856488814058
42.758620689655,0.00185612301799
43.241379310345,0.0018557292421144
43.724137931034,0.0018554952313384
44.206896551724,0.0018552089133745
44.689655172414,0.0018549532031822
45.172413793103,0.0018546883991835
45.655172413793,0.001854422006161
46.137931034483,0.0018542051350479
46.620689655172,0.0018540222327488
47.103448275862,0.0018538694875221
47.586206896552,0.0018537538839353
48.068965517241,0.0018536382803485
48.551724137931,0.0018535342379302
49.034482758621,0.0018534731722668
49.51724137931,0.0018534121066034
50.0,0.00185335104094
