id,porepressure,x,y,z
0,995200.14783539,1,10,0
0.19191919191919,995480.36647828,1.1919191919192,10,0
0.38383838383838,995719.60065251,1.3838383838384,10,0
0.57575757575758,995927.85326704,1.5757575757576,10,0
0.76767676767677,996111.51151584,1.7676767676768,10,0
0.95959595959596,996277.35647576,1.959595959596,10,0
1.1515151515152,996426.56811388,2.1515151515152,10,0
1.3434343434343,996563.29595212,2.3434343434343,10,0
1.5353535353535,996689.65403886,2.5353535353535,10,0
1.7272727272727,996806.50695254,2.7272727272727,10,0
1.9191919191919,996916.13195937,2.9191919191919,10,0
2.1111111111111,997017.61998236,3.1111111111111,10,0
2.3030303030303,997113.09817839,3.3030303030303,10,0
2.4949494949495,997204.01138519,3.4949494949495,10,0
2.6868686868687,997289.6289407,3.6868686868687,10,0
2.8787878787879,997370.36692216,3.8787878787879,10,0
3.0707070707071,997448.96294622,4.0707070707071,10,0
3.2626262626263,997521.66594825,4.2626262626263,10,0
3.4545454545455,997592.92021561,4.4545454545455,10,0
3.6464646464646,997660.18091128,4.6464646464646,10,0
3.8383838383838,997725.08371051,4.8383838383838,10,0
4.030303030303,997787.63538892,5.030303030303,10,0
4.2222222222222,997847.13583577,5.2222222222222,10,0
4.4141414141414,997905.43598662,5.4141414141414,10,0
4.6060606060606,997960.82313253,5.6060606060606,10,0
4.7979797979798,998014.65220237,5.7979797979798,10,0
4.989898989899,998067.23707215,5.989898989899,10,0
5.1818181818182,998117.25383915,6.1818181818182,10,0
5.3737373737374,998167.03056857,6.3737373737374,10,0
5.5656565656566,998214.08170049,6.5656565656566,10,0
5.7575757575758,998260.73832278,6.7575757575758,10,0
5.9494949494949,998305.20949912,6.9494949494949,10,0
6.1414141414141,998349.42070928,7.1414141414141,10,0
6.3333333333333,998391.34630005,7.3333333333333,10,0
6.5252525252525,998432.85188428,7.5252525252525,10,0
6.7171717171717,998473.53924777,7.7171717171717,10,0
6.9090909090909,998512.66326364,7.9090909090909,10,0
7.1010101010101,998551.41038199,8.1010101010101,10,0
7.2929292929293,998588.40576936,8.2929292929293,10,0
7.4848484848485,998625.0078039,8.4848484848485,10,0
7.6767676767677,998661.52922582,8.6767676767677,10,0
7.8686868686869,998695.88993787,8.8686868686869,10,0
8.0606060606061,998730.07105973,9.0606060606061,10,0
8.2525252525253,998764.27131622,9.2525252525253,10,0
8.4444444444444,998797.06190093,9.4444444444444,10,0
8.6363636363636,998829.01907944,9.6363636363636,10,0
8.8282828282828,998860.97625795,9.8282828282828,10,0
9.020202020202,998891.93600502,10.020202020202,10,0
9.2121212121212,998922.2343133,10.212121212121,10,0
9.4040404040404,998952.17396875,10.40404040404,10,0
9.5959595959596,998981.47653067,10.59595959596,10,0
9.7878787878788,999010.02602991,10.787878787879,10,0
9.979797979798,999038.55200502,10.979797979798,10,0
10.171717171717,999066.39554172,11.171717171717,10,0
10.363636363636,999093.29616552,11.363636363636,10,0
10.555555555556,999120.19678932,11.555555555556,10,0
10.747474747475,999146.86908092,11.747474747475,10,0
10.939393939394,999172.53708974,11.939393939394,10,0
11.131313131313,999198.20773276,12.131313131313,10,0
11.323232323232,999223.78114086,12.323232323232,10,0
11.515151515152,999248.54654216,12.515151515152,10,0
11.707070707071,999272.47155335,12.707070707071,10,0
11.89898989899,999296.39656454,12.89898989899,10,0
12.090909090909,999320.32157573,13.090909090909,10,0
12.282828282828,999344.00772128,13.282828282828,10,0
12.474747474747,999366.64243385,13.474747474747,10,0
12.666666666667,999389.09234727,13.666666666667,10,0
12.858585858586,999411.5422607,13.858585858586,10,0
13.050505050505,999434.01060077,14.050505050505,10,0
13.242424242424,999455.50147148,14.242424242424,10,0
13.434343434343,999476.73351254,14.434343434343,10,0
13.626262626263,999497.96555361,14.626262626263,10,0
13.818181818182,999519.19759467,14.818181818182,10,0
14.010101010101,999539.8291858,15.010101010101,10,0
14.20202020202,999559.96953234,15.20202020202,10,0
14.393939393939,999580.03182979,15.393939393939,10,0
14.585858585859,999600.09412723,15.585858585859,10,0
14.777777777778,999619.730883,15.777777777778,10,0
14.969696969697,999639.0221289,15.969696969697,10,0
15.161616161616,999658.146289,16.161616161616,10,0
15.353535353535,999677.14235235,16.353535353535,10,0
15.545454545455,999695.90448839,16.545454545455,10,0
15.737373737374,999714.17614025,16.737373737374,10,0
15.929292929293,999732.44779212,16.929292929293,10,0
16.121212121212,999750.69836078,17.121212121212,10,0
16.313131313131,999768.74291074,17.313131313131,10,0
16.505050505051,999786.08139205,17.505050505051,10,0
16.69696969697,999803.39585878,17.69696969697,10,0
16.888888888889,999820.71032552,17.888888888889,10,0
17.080808080808,999838.02479225,18.080808080808,10,0
17.272727272727,999855.3287022,18.272727272727,10,0
17.464646464646,999871.75700725,18.464646464646,10,0
17.656565656566,999888.15632173,18.656565656566,10,0
17.848484848485,999904.5556362,18.848484848485,10,0
18.040404040404,999920.95495068,19.040404040404,10,0
18.232323232323,999937.2266728,19.232323232323,10,0
18.424242424242,999952.9200046,19.424242424242,10,0
18.616161616162,999968.6133364,19.616161616162,10,0
18.808080808081,999984.3066682,19.808080808081,10,0
19,1000000,20,10,0
